Unnamed: 0,Project,specification,area,price
217,217,Kohinoor Coral,2 BHK2 Baths,493-705 sq.ft. (46-66 sq.m.) Carpet Area,"₹ 44.69  - 52 L₹ 8,214/sq.ft."
218,218,Sportsville,3 BHK3 Baths,793-879 sq.ft. (74-82 sq.m.) Carpet Area,₹ 78.09  - 86.56 L
219,219,Sportsville,2 BHK2 Baths,630-725 sq.ft. (59-67 sq.m.) Carpet Area,₹ 59.15  - 68.07 L
220,220,Sportsville,1 BHK1 Bath,421-479 sq.ft. (39-45 sq.m.) Carpet Area,₹ 39.09  - 44.48 L
221,221,Kolte Patil Life Republic4.4 ★,3 BHK3 Baths,875 sq.ft. (81 sq.m.) Carpet Area,"₹ 72 L₹ 8,228/sq.ft."
222,222,Kolte Patil Life Republic4.4 ★,2 BHK2 Baths,560 sq.ft. (52 sq.m.) Carpet Area,"₹ 46 L₹ 8,212/sq.ft."
223,223,32 Pinewood Drive,2 BHK,606 sq.ft. (56 sq.m.) Carpet Area,"₹ 54 L₹ 8,910/sq.ft."
224,224,Kolte Patil Life Republic4.4 ★,3 BHK3 Baths,"1,197 sq.ft. (111 sq.m.) Carpet Area","₹ 70 L₹ 5,847/sq.ft."
225,225,Kolte Patil Life Republic4.4 ★,2 BHK2 Baths,620 sq.ft. (58 sq.m.) Carpet Area,"₹ 58 L₹ 9,351/sq.ft."
226,226,Kasturi Eon Homes4.3 ★,3 BHK,823 sq.ft. (76 sq.m.) Carpet Area,"₹ 94.12 L₹ 11,424/sq.ft."
227,227,Vaishnavi Homes,1 BHK1 Bath,489 sq.ft. (45 sq.m.) Carpet Area,"₹ 36 L₹ 7,361/sq.ft."
228,228,Vaishnavi Homes,2 BHK,640 sq.ft. (59 sq.m.) Carpet Area,"₹ 62 L₹ 9,687/sq.ft."
229,229,VTP Bellissimo,2 BHK2 Baths,618 sq.ft. (57 sq.m.) Carpet Area,₹ 59.1 L
230,230,VTP Bellissimo,1 BHK1 Bath,467 sq.ft. (43 sq.m.) Carpet Area,₹ 42.09 L
231,231,TCG Cliff Garden,1 BHK1 Bath,461 sq.ft. (43 sq.m.) Carpet Area,₹ 39 L
232,232,Sportsville,1 BHK1 Bath,479 sq.ft. (45 sq.m.) Carpet Area,₹ 39 L
233,233,Shapoorji Joyville Sensorium,2 BHK,702 sq.ft. (65 sq.m.) Carpet Area,"₹ 72 L₹ 10,256/sq.ft."
234,234,Rohan Prathama,2 BHK,544 sq.ft. (51 sq.m.) Carpet Area,"₹ 59 L₹ 10,828/sq.ft."
235,235,Kasturi Eon Homes4.3 ★,2 BHK,721 sq.ft. (67 sq.m.) Carpet Area,"₹ 73 L₹ 10,114/sq.ft."
236,236,Kolte Patil Life Republic4.5 ★,3 BHK3 Baths,875 sq.ft. (81 sq.m.) Carpet Area,"₹ 75 L₹ 8,571/sq.ft."
237,237,Kumar Megapolis4.5 ★,2 BHK2 Baths,"1,078 sq.ft. (100 sq.m.) Super built-up Area","₹ 53.09 L₹ 4,925/sq.ft."
238,238,Paranjape Blue Ridge4.4 ★,3 BHK3 Baths,"1,181 sq.ft. (110 sq.m.) Carpet Area","₹ 1.02 Cr₹ 8,647/sq.ft."
239,239,Paranjape Blue Ridge4.4 ★,2 BHK3 Baths,794 sq.ft. (74 sq.m.) Carpet Area,"₹ 73.05 L₹ 9,190/sq.ft."
240,240,Paranjape Blue Ridge4.4 ★,1 BHK1 Bath,502 sq.ft. (47 sq.m.) Carpet Area,"₹ 45.64 L₹ 9,091/sq.ft."
241,241,Kolte Patil Life Republic4.4 ★,3 BHK3 Baths,822 sq.ft. (76 sq.m.) Carpet Area,"₹ 72 L₹ 8,759/sq.ft."
242,242,Kolte Patil Life Republic4.4 ★,2 BHK2 Baths,650 sq.ft. (60 sq.m.) Carpet Area,"₹ 50 L₹ 7,692/sq.ft."
243,243,VTP Bellissimo,3 BHK3 Baths,"911-1,443 sq.ft. (85-134 sq.m.) Carpet Area",₹ 90.1 L - 1.43 Cr
244,244,VTP Bellissimo,2 BHK2 Baths,618-854 sq.ft. (57-79 sq.m.) Carpet Area,₹ 59.1  - 81.63 L
245,245,VTP Bellissimo,1 BHK1 Bath,467-472 sq.ft. (43-44 sq.m.) Carpet Area,₹ 42.09  - 42.54 L
246,246,Kumar Megapolis4.5 ★,2 BHK2 Baths,"1,078-1,124 sq.ft. (100-104 sq.m.) Super built-up Area","₹ 53.09  - 55.36 L₹ 4,925/sq.ft."
247,247,TCG The Cliff Garden4.3 ★,2 BHK,546 sq.ft. (51 sq.m.) Carpet Area,₹ 50.98 L
248,248,Kumar Megapolis4.5 ★,2 BHK2 Baths,"1,078 sq.ft. (100 sq.m.) Super built-up Area","₹ 52 L₹ 4,823/sq.ft."
249,249,Sportsville,1 BHK1 Bath,421-479 sq.ft. (39-45 sq.m.) Carpet Area,₹ 39.09  - 44.48 L
250,250,Paranjape Blue Ridge4.4 ★,1 BHK1 Bath,502 sq.ft. (47 sq.m.) Carpet Area,"₹ 45.64 L₹ 9,091/sq.ft."
251,251,Sportsville,3 BHK3 Baths,793-879 sq.ft. (74-82 sq.m.) Carpet Area,₹ 78.09  - 86.56 L
252,252,Sportsville,2 BHK2 Baths,630-725 sq.ft. (59-67 sq.m.) Carpet Area,₹ 59.15  - 68.07 L
253,253,Sportsville,1 BHK1 Bath,421 sq.ft. (39 sq.m.) Carpet Area,₹ 39.09 L
254,254,Sportsville,3 BHK3 Baths,793-797 sq.ft. (74-74 sq.m.) Carpet Area,₹ 76.4  - 76.69 L
255,255,Kolte Patil Life Republic4.4 ★,1 BHK1 Bath,410-421 sq.ft. (38-39 sq.m.) Carpet Area,"₹ 37  - 38.08 L₹ 9,024/sq.ft."
256,256,Kolte Patil Life Republic4.5 ★,2 BHK2 Baths,"1,170 sq.ft. (109 sq.m.) Super built-up Area","₹ 55.99 L₹ 4,785/sq.ft."
257,257,Saarrthi Sovereign4.0 ★,2 BHK2 Baths,"1,250 sq.ft. (116 sq.m.) Super built-up Area","₹ 54 L₹ 4,320/sq.ft."
258,258,Cellandine,2 BHK2 Baths,"1,204 sq.ft. (112 sq.m.) Super built-up Area","₹ 51 L₹ 4,235/sq.ft."
259,259,Cellandine,2 BHK2 Baths,"1,155 sq.ft. (107 sq.m.) Super built-up Area","₹ 48 L₹ 4,155/sq.ft."
260,260,Kolte Patil Life Republic4.5 ★,2 BHK2 Baths,901 sq.ft. (84 sq.m.) Super built-up Area,"₹ 52 L₹ 5,771/sq.ft."
261,261,On Request,1 BHK1 Bath,600 sq.ft. (56 sq.m.) Super built-up Area,"₹ 35 L₹ 5,833/sq.ft."
262,262,Kolte Patil Life Republic4.5 ★,3 BHK3 Baths,"1,402 sq.ft. (130 sq.m.) Super built-up Area","₹ 80 L₹ 5,706/sq.ft."
263,263,Kolte Patil Life Republic4.4 ★,1 BHK1 Bath,410 sq.ft. (38 sq.m.) Carpet Area,"₹ 37 L₹ 9,024/sq.ft."
264,264,Kolte Patil Life Republic4.4 ★,1 BHK1 Bath,410 sq.ft. (38 sq.m.) Carpet Area,"₹ 36.5 L₹ 8,902/sq.ft."
265,265,Sheth Beverly Hills,3 BHK3 Baths,"1,750 sq.ft. (163 sq.m.) Built-up Area","₹ 1.3 Cr₹ 7,428/sq.ft."
266,266,Rising Spaces 24k Solitaire Assets,,"6,859 sq.ft. (637 sq.m.) Plot Area","₹ 3.09 Cr₹ 4,500/sq.ft."
267,267,Kolte Patil Life Republic4.5 ★,2 BHK2 Baths,637 sq.ft. (59 sq.m.) Carpet Area,"₹ 50 L₹ 7,846/sq.ft."
268,268,Kolte Patil Life Republic4.4 ★,2 BHK2 Baths,889 sq.ft. (83 sq.m.) Carpet Area,"₹ 62 L₹ 6,974/sq.ft."
269,269,On Request,3 BHK3 Baths,"1,401 sq.ft. (130 sq.m.) Super built-up Area","₹ 78 L₹ 5,567/sq.ft."
270,270,On Request,2 BHK2 Baths,"1,151 sq.ft. (107 sq.m.) Super built-up Area","₹ 60 L₹ 5,212/sq.ft."
271,271,On Request,1 BHK1 Bath,600 sq.ft. (56 sq.m.) Super built-up Area,"₹ 37 L₹ 6,166/sq.ft."
272,272,Kolte Patil Life Republic4.5 ★,3 BHK3 Baths,"1,401 sq.ft. (130 sq.m.) Super built-up Area","₹ 77 L₹ 5,496/sq.ft."
273,273,on request,3 BHK3 Baths,"1,401 sq.ft. (130 sq.m.) Super built-up Area","₹ 75 L₹ 5,353/sq.ft."
274,274,on request,1 BHK1 Bath,585 sq.ft. (54 sq.m.) Super built-up Area,"₹ 32 L₹ 5,470/sq.ft."
275,275,Rama Melange Residences4.6 ★,3 BHK3 Baths,832-963 sq.ft. (77-89 sq.m.) Carpet Area,"₹ 68  - 78.71 L₹ 8,173/sq.ft."
276,276,Hinjewadi ,,"12,912 sq.ft. (1200 sq.m.) Plot Area","₹ 2.07 Cr₹ 1,600/sq.ft."
277,277,Shapoorji Joyville Sensorium,3 BHK3 Baths,"1,028 sq.ft. (96 sq.m.) Super built-up Area","₹ 97.3 L₹ 12,290/sq.ft."
278,278,Shapoorji Joyville Sensorium,2 BHK2 Baths,729 sq.ft. (68 sq.m.) Super built-up Area,"₹ 69.09 L₹ 12,315/sq.ft."
279,279,24K Solitaire Assets,,"2,550 sq.ft. (237 sq.m.) Plot Area","₹ 79.02 L₹ 3,100/sq.ft."
280,280,24K Solitaire Assets,,"2,021 sq.ft. (188 sq.m.) Plot Area","₹ 62.65 L₹ 3,100/sq.ft."
281,281,Pride Purple Park District's Connect,2 BHK2 Baths,646 sq.ft. (60 sq.m.) Carpet Area,"₹ 62 L₹ 9,597/sq.ft."
282,282,Kolte Patil Life Republic4.4 ★,1 BHK,366 sq.ft. (34 sq.m.) Carpet Area,"₹ 35.85 L₹ 9,782/sq.ft."
283,283,Kolte Patil Life Republic4.5 ★,3 BHK3 Baths,"1,700 sq.ft. (158 sq.m.) Super built-up Area","₹ 81.99 L₹ 4,822/sq.ft."
284,284,Kolte Patil Life Republic4.5 ★,2 BHK2 Baths,"1,100 sq.ft. (102 sq.m.) Super built-up Area","₹ 56.99 L₹ 5,180/sq.ft."
285,285,Kolte Patil Life Republic4.4 ★,4 BHK4 Baths,"2,200 sq.ft. (204 sq.m.) Plot Area","₹ 2.2 Cr₹ 10,000/sq.ft."
286,286,Kolte Patil Life Republic4.4 ★,3 BHK3 Baths,"1,250 sq.ft. (116 sq.m.) Super built-up Area","₹ 77 L₹ 6,160/sq.ft."
287,287,on request,3 BHK3 Baths,"1,402 sq.ft. (130 sq.m.) Super built-up Area","₹ 76 L₹ 5,420/sq.ft."
288,288,Paranjape Blue Ridge4.4 ★,1 BHK1 Bath,650 sq.ft. (60 sq.m.) Super built-up Area,"₹ 39 L₹ 6,000/sq.ft."
289,289,Kolte Patil Life Republic4.5 ★,2 BHK2 Baths,637 sq.ft. (59 sq.m.) Carpet Area,"₹ 51 L₹ 8,003/sq.ft."
290,290,TCG The Cliff Garden4.3 ★,3 BHK2 Baths,"1,000 sq.ft. (93 sq.m.) Super built-up Area","₹ 87 L₹ 8,700/sq.ft."
291,291,Paranjape Blue Ridge4.4 ★,2 BHK2 Baths,"1,034 sq.ft. (96 sq.m.) Carpet Area","₹ 89 L₹ 8,607/sq.ft."
292,292,Kolte Patil Life Republic4.4 ★,2 BHK2 Baths,630 sq.ft. (59 sq.m.) Carpet Area,"₹ 59 L₹ 9,365/sq.ft."
293,293,on request,2 BHK2 Baths,"1,200 sq.ft. (111 sq.m.) Super built-up Area","₹ 52 L₹ 4,333/sq.ft."
294,294,Kolte Patil Life Republic4.5 ★,2 BHK2 Baths,"1,198 sq.ft. (111 sq.m.) Super built-up Area","₹ 60 L₹ 5,008/sq.ft."
295,295,Kolte Patil Life Republic4.5 ★,3 BHK3 Baths,"1,960 sq.ft. (182 sq.m.) Super built-up Area","₹ 1.1 Cr₹ 5,612/sq.ft."
296,296,Kolte Patil Life Republic4.5 ★,3 BHK3 Baths,"2,589 sq.ft. (241 sq.m.) Super built-up Area","₹ 1.15 Cr₹ 4,441/sq.ft."
297,297,Paranjape Blue Ridge4.4 ★,1 BHK1 Bath,495 sq.ft. (46 sq.m.) Carpet Area,"₹ 42 L₹ 8,484/sq.ft."
298,298,Paranjape Blue Ridge4.4 ★,1 BHK1 Bath,495 sq.ft. (46 sq.m.) Carpet Area,"₹ 40 L₹ 8,080/sq.ft."
299,299,Paranjape Blue Ridge4.4 ★,1 BHK1 Bath,495 sq.ft. (46 sq.m.) Carpet Area,"₹ 48 L₹ 9,696/sq.ft."
300,300,Paranjape Blue Ridge4.4 ★,1 BHK1 Bath,502 sq.ft. (47 sq.m.) Carpet Area,"₹ 48 L₹ 9,561/sq.ft."
301,301,Paranjape Blue Ridge4.4 ★,3 BHK3 Baths,"1,350 sq.ft. (125 sq.m.) Super built-up Area","₹ 1.26 Cr₹ 9,333/sq.ft."
302,302,Paranjape Blue Ridge4.4 ★,1 BHK1 Bath,495 sq.ft. (46 sq.m.) Carpet Area,"₹ 41 L₹ 8,282/sq.ft."
303,303,Paranjape Blue Ridge4.5 ★,2 BHK2 Baths,740 sq.ft. (69 sq.m.) Carpet Area,"₹ 66 L₹ 8,918/sq.ft."
304,304,Paranjape Blue Ridge4.4 ★,1 BHK1 Bath,502 sq.ft. (47 sq.m.) Carpet Area,"₹ 38 L₹ 7,569/sq.ft."
305,305,Paranjape Blue Ridge4.4 ★,1 BHK1 Bath,900 sq.ft. (84 sq.m.) Built-up Area,"₹ 48 L₹ 5,333/sq.ft."
306,306,Paranjape Blue Ridge4.4 ★,5 BHK4 Baths,"3,200 sq.ft. (297 sq.m.) Built-up Area","₹ 2.5 Cr₹ 7,812/sq.ft."
307,307,Megapolis Sparklet4.6 ★,1 BHK2 Baths,450 sq.ft. (42 sq.m.) Carpet Area,"₹ 39.5 L₹ 8,777/sq.ft."
308,308,Megapolis Sparklet4.6 ★,1 BHK1 Bath,450 sq.ft. (42 sq.m.) Carpet Area,"₹ 39 L₹ 8,666/sq.ft."
309,309,Megapolis Sparklet4.6 ★,2 BHK2 Baths,988 sq.ft. (92 sq.m.) Super built-up Area,"₹ 52 L₹ 5,263/sq.ft."
310,310,Megapolis Sunway4.4 ★,2 BHK2 Baths,"1,007 sq.ft. (94 sq.m.) Super built-up Area","₹ 56 L₹ 5,561/sq.ft."
311,311,Megapolis Sangria Towers4.4 ★,3 BHK3 Baths,"1,495 sq.ft. (139 sq.m.) Super built-up Area","₹ 74 L₹ 4,949/sq.ft."
312,312,Kolte Patil Life Republic4.5 ★,3 BHK3 Baths,"1,401 sq.ft. (130 sq.m.) Super built-up Area","₹ 78 L₹ 5,567/sq.ft."
313,313,on request,1 BHK1 Bath,600 sq.ft. (56 sq.m.) Super built-up Area,"₹ 31 L₹ 5,166/sq.ft."
314,314,on request,2 BHK2 Baths,"1,200 sq.ft. (111 sq.m.) Super built-up Area","₹ 63 L₹ 5,250/sq.ft."
315,315,on request,1 BHK1 Bath,601 sq.ft. (56 sq.m.) Super built-up Area,"₹ 34 L₹ 5,657/sq.ft."
316,316,on request,1 BHK1 Bath,601 sq.ft. (56 sq.m.) Super built-up Area,"₹ 33 L₹ 5,490/sq.ft."
317,317,on request,2 BHK2 Baths,"1,200 sq.ft. (111 sq.m.) Super built-up Area","₹ 60 L₹ 5,000/sq.ft."
318,318,on request,2 BHK2 Baths,"1,200 sq.ft. (111 sq.m.) Super built-up Area","₹ 55 L₹ 4,583/sq.ft."
319,319,32 Pinewood Drive,2 BHK2 Baths,780 sq.ft. (72 sq.m.) Carpet Area,"₹ 58 L₹ 7,435/sq.ft."
320,320,Kasturi Eon Homes4.3 ★,2 BHK2 Baths,935 sq.ft. (87 sq.m.) Carpet Area,"₹ 81 L₹ 8,663/sq.ft."
321,321,Godrej 24,2 BHK2 Baths,710 sq.ft. (66 sq.m.) Carpet Area,"₹ 80 L₹ 11,267/sq.ft."
322,322,Megapolis Sangria Towers4.4 ★,2 BHK2 Baths,899 sq.ft. (84 sq.m.) Carpet Area,"₹ 65 L₹ 7,230/sq.ft."
323,323,Megapolis Sparklet4.6 ★,2 BHK2 Baths,750 sq.ft. (70 sq.m.) Carpet Area,"₹ 52 L₹ 6,933/sq.ft."
324,324,Paranjape Blue Ridge4.4 ★,2 BHK2 Baths,"1,034 sq.ft. (96 sq.m.) Carpet Area","₹ 90 L₹ 8,704/sq.ft."
325,325,Paranjape Blue Ridge4.4 ★,3 BHK3 Baths,"1,125 sq.ft. (105 sq.m.) Carpet Area","₹ 1.07 Cr₹ 9,511/sq.ft."
326,326,Paranjape Blue Ridge4.4 ★,2 BHK2 Baths,"1,040 sq.ft. (97 sq.m.) Carpet Area","₹ 93 L₹ 8,942/sq.ft."
327,327,Megapolis Sangria Towers4.4 ★,3 BHK3 Baths,"1,205 sq.ft. (112 sq.m.) Carpet Area","₹ 77 L₹ 6,390/sq.ft."
328,328,Megapolis Sangria Towers4.4 ★,3 BHK2 Baths,"1,040 sq.ft. (97 sq.m.) Carpet Area","₹ 67 L₹ 6,442/sq.ft."
329,329,Godrej 24,1 BHK2 Baths,930 sq.ft. (86 sq.m.) Super built-up Area,"₹ 45 L₹ 4,838/sq.ft."
330,330,TCG The Cliff Garden4.3 ★,2 BHK2 Baths,"1,142 sq.ft. (106 sq.m.) Super built-up Area","₹ 56 L₹ 4,903/sq.ft."
331,331,New World Tinsel Town4.4 ★,1 BHK2 Baths,975 sq.ft. (91 sq.m.) Super built-up Area,"₹ 34 L₹ 3,487/sq.ft."
332,332,Kohinoor Tinsel County4.4 ★,1 BHK2 Baths,906 sq.ft. (84 sq.m.) Super built-up Area,"₹ 30.21 L₹ 3,334/sq.ft."
333,333,Rama Melange Residences4.6 ★,1 BHK2 Baths,"1,189 sq.ft. (110 sq.m.) Super built-up Area","₹ 31.35 L₹ 2,637/sq.ft."
334,334,Rama Fusion Towers,1 BHK2 Baths,906 sq.ft. (84 sq.m.) Super built-up Area,"₹ 31.18 L₹ 3,441/sq.ft."
335,335,Rama Fusion Towers,2 BHK2 Baths,"1,100 sq.ft. (102 sq.m.) Super built-up Area","₹ 46 L₹ 4,181/sq.ft."
336,336,Kohinoor Tinsel County4.4 ★,2 BHK2 Baths,"1,105 sq.ft. (103 sq.m.) Super built-up Area","₹ 47.53 L₹ 4,301/sq.ft."
337,337,Kolte Patil Life Republic4.5 ★,3 BHK3 Baths,"1,188 sq.ft. (110 sq.m.) Carpet Area","₹ 76 L₹ 6,397/sq.ft."
338,338,Kolte Patil Life Republic4.5 ★,3 BHK3 Baths,"1,287 sq.ft. (120 sq.m.) Carpet Area","₹ 77 L₹ 5,982/sq.ft."
339,339,Kolte Patil Life Republic4.5 ★,1 BHK1 Bath,650 sq.ft. (60 sq.m.) Super built-up Area,"₹ 33 L₹ 7,300/sq.ft."
340,340,Kolte Patil Life Republic4.5 ★,3 BHK3 Baths,"1,188 sq.ft. (110 sq.m.) Carpet Area","₹ 78 L₹ 6,565/sq.ft."
341,341,32 Pinewood Drive,2 BHK2 Baths,"1,100 sq.ft. (102 sq.m.) Super built-up Area","₹ 55.7 L₹ 5,063/sq.ft."
342,342,Godrej Elements,3 BHK3 Baths,940 sq.ft. (87 sq.m.) Carpet Area,"₹ 1.15 Cr₹ 12,234/sq.ft."
343,343,On Request,2 BHK2 Baths,932 sq.ft. (87 sq.m.) Super built-up Area,"₹ 55 L₹ 5,902/sq.ft."
344,344,On Request,3 BHK3 Baths,"1,550 sq.ft. (144 sq.m.) Super built-up Area","₹ 73 L₹ 4,709/sq.ft."
345,345,On request,2 BHK2 Baths,837 sq.ft. (78 sq.m.) Super built-up Area,"₹ 60 L₹ 7,168/sq.ft."
346,346,On request,1 BHK1 Bath,450 sq.ft. (42 sq.m.) Super built-up Area,"₹ 37 L₹ 8,000/sq.ft."
347,347,On request,1 BHK1 Bath,620 sq.ft. (58 sq.m.) Super built-up Area,"₹ 35 L₹ 5,645/sq.ft."
348,348,on request,2 BHK2 Baths,"1,190 sq.ft. (111 sq.m.) Super built-up Area","₹ 54 L₹ 4,790/sq.ft."
349,349,on request,2 BHK2 Baths,837 sq.ft. (78 sq.m.) Carpet Area,"₹ 53 L₹ 6,691/sq.ft."
350,350,on request,1 BHK1 Bath,587 sq.ft. (55 sq.m.) Super built-up Area,"₹ 29 L₹ 5,792/sq.ft."
351,351,on request,1 BHK1 Bath,775 sq.ft. (72 sq.m.) Super built-up Area,"₹ 33 L₹ 5,033/sq.ft."
352,352,on request,1 BHK1 Bath,450 sq.ft. (42 sq.m.) Super built-up Area,"₹ 29 L₹ 7,556/sq.ft."
353,353,Kumar Megapolis4.5 ★,2 BHK2 Baths,"1,078 sq.ft. (100 sq.m.) Super built-up Area","₹ 52 L₹ 4,823/sq.ft."
354,354,Paranjape Blue Ridge4.4 ★,2 BHK2 Baths,"1,198 sq.ft. (111 sq.m.) Super built-up Area","₹ 1.05 Cr₹ 8,764/sq.ft."
355,355,Paranjape Blue Ridge4.4 ★,2 BHK2 Baths,"1,221 sq.ft. (113 sq.m.) Super built-up Area","₹ 95 L₹ 7,780/sq.ft."
356,356,Paranjape Blue Ridge4.4 ★,2 BHK2 Baths,"1,333 sq.ft. (124 sq.m.) Super built-up Area","₹ 1 Cr₹ 7,501/sq.ft."
357,357,Paranjape Blue Ridge4.4 ★,1 BHK1 Bath,620 sq.ft. (58 sq.m.) Super built-up Area,"₹ 40 L₹ 6,451/sq.ft."
358,358,Paranjape Blue Ridge4.4 ★,1 BHK1 Bath,610 sq.ft. (57 sq.m.) Super built-up Area,"₹ 38.5 L₹ 6,311/sq.ft."
359,359,Paranjape Blue Ridge4.4 ★,1 BHK1 Bath,620 sq.ft. (58 sq.m.) Super built-up Area,"₹ 38 L₹ 6,129/sq.ft."
360,360,Paranjape Blue Ridge4.4 ★,1 BHK1 Bath,610 sq.ft. (57 sq.m.) Super built-up Area,"₹ 39 L₹ 6,393/sq.ft."
361,361,Achalare Citrine,2 BHK2 Baths,664 sq.ft. (62 sq.m.) Carpet Area,"₹ 46 L₹ 6,927/sq.ft."
362,362,Pegasus Megapolis Mystic4.1 ★,2 BHK2 Baths,701 sq.ft. (65 sq.m.) Carpet Area,"₹ 54.55 L₹ 7,703/sq.ft."
363,363,Kumar Megapolis4.5 ★,2 BHK2 Baths,700 sq.ft. (65 sq.m.) Carpet Area,"₹ 58 L₹ 8,285/sq.ft."
364,364,Kolte Patil Life Republic4.5 ★,3 BHK3 Baths,"1,280 sq.ft. (119 sq.m.) Carpet Area","₹ 74 L₹ 5,781/sq.ft."
365,365,Kolte Patil Life Republic4.5 ★,3 BHK3 Baths,"1,280 sq.ft. (119 sq.m.) Carpet Area","₹ 75 L₹ 5,859/sq.ft."
366,366,Kolte Patil Life Republic4.5 ★,2 BHK2 Baths,850 sq.ft. (79 sq.m.) Carpet Area,"₹ 57 L₹ 6,705/sq.ft."
367,367,Kolte Patil Life Republic4.5 ★,2 BHK2 Baths,889 sq.ft. (83 sq.m.) Carpet Area,"₹ 58 L₹ 6,524/sq.ft."
368,368,Kolte Patil Life Republic4.5 ★,1 BHK1 Bath,457 sq.ft. (42 sq.m.) Carpet Area,"₹ 32 L₹ 7,002/sq.ft."
369,369,Kolte Patil Life Republic4.5 ★,2 BHK2 Baths,889 sq.ft. (83 sq.m.) Carpet Area,"₹ 59 L₹ 6,636/sq.ft."
370,370,on request,2 BHK2 Baths,850 sq.ft. (79 sq.m.) Carpet Area,"₹ 53 L₹ 6,235/sq.ft."
371,371,on request,3 BHK3 Baths,"1,280 sq.ft. (119 sq.m.) Carpet Area","₹ 76 L₹ 5,937/sq.ft."
372,372,on request,2 BHK2 Baths,850 sq.ft. (79 sq.m.) Carpet Area,"₹ 57 L₹ 6,705/sq.ft."
373,373,Kasturi Eon Homes4.3 ★,3 BHK3 Baths,"1,282 sq.ft. (119 sq.m.) Carpet Area","₹ 1.3 Cr₹ 10,140/sq.ft."
374,374,Paranjape Blue Ridge4.4 ★,3 BHK3 Baths,"1,350 sq.ft. (125 sq.m.) Carpet Area","₹ 1.15 Cr₹ 8,518/sq.ft."
375,375,on request,3 BHK3 Baths,"1,495 sq.ft. (139 sq.m.) Super built-up Area","₹ 1.09 Cr₹ 7,290/sq.ft."
376,376,Sheth Beverly Hills,2 BHK2 Baths,"1,203 sq.ft. (112 sq.m.) Super built-up Area","₹ 76 L₹ 6,317/sq.ft."
377,377,Kolte Patil Life Republic4.5 ★,2 BHK2 Baths,850 sq.ft. (79 sq.m.) Carpet Area,"₹ 62.5 L₹ 7,352/sq.ft."
378,378,Kasturi Eon Homes4.1 ★,2 BHK2 Baths,824 sq.ft. (77 sq.m.) Carpet Area,"₹ 80 L₹ 9,708/sq.ft."
379,379,Kasturi Eon Homes4.3 ★,2 BHK2 Baths,824 sq.ft. (77 sq.m.) Carpet Area,"₹ 79 L₹ 9,587/sq.ft."
380,380,Sheth Beverly Hills,2 BHK2 Baths,"1,203 sq.ft. (112 sq.m.) Super built-up Area","₹ 75 L₹ 6,234/sq.ft."
381,381,Kolte Patil Life Republic4.5 ★,3 BHK3 Baths,754-991 sq.ft. (70-92 sq.m.) Carpet Area,"₹ 75.1 L - 1.08 Cr₹ 10,574/sq.ft."
382,382,Kolte Patil Life Republic4.5 ★,2 BHK2 Baths,530-889 sq.ft. (49-83 sq.m.) Carpet Area,"₹ 58.95  - 99.08 L₹ 10,938/sq.ft."
383,383,Kolte Patil Life Republic4.5 ★,1 BHK1 Bath,410-470 sq.ft. (38-44 sq.m.) Carpet Area,"₹ 42.66  - 47.51 L₹ 10,296/sq.ft."
384,384,Shapoorji Joyville,2 BHK2 Baths,508-770 sq.ft. (47-72 sq.m.) Carpet Area,"₹ 65  - 98.52 L₹ 12,787/sq.ft."
385,385,Shapoorji Joyville,1 BHK,414 sq.ft. (38 sq.m.) Carpet Area,"₹ 40 L₹ 9,657/sq.ft."
386,386,ITrend Homes3.7 ★,2 BHK2 Baths,562-606 sq.ft. (52-56 sq.m.) Carpet Area,₹ 51  - 55 L
387,387,ITrend Homes3.7 ★,1 BHK2 Baths,500 sq.ft. (46 sq.m.) Carpet Area,₹ 42 L
388,388,32 Pinewood Drive,3 BHK,792 sq.ft. (74 sq.m.) Carpet Area,"₹ 75 L₹ 9,469/sq.ft."
389,389,32 Pinewood Drive,2 BHK,606 sq.ft. (56 sq.m.) Carpet Area,"₹ 54 L₹ 8,910/sq.ft."
390,390,TCG Cliff Garden,2 BHK2 Baths,658-742 sq.ft. (61-69 sq.m.) Carpet Area,₹ 55.5  - 62.6 L
391,391,Kolte Patil R10 at Life Republic,2 BHK2 Baths,577 sq.ft. (54 sq.m.) Carpet Area,₹ 57 L
392,392,Kolte Patil R10 at Life Republic,1 BHK2 Baths,406 sq.ft. (38 sq.m.) Carpet Area,₹ 40 L
393,393,Kolte Patil Life Republic4.4 ★,2 BHK2 Baths,660-839 sq.ft. (61-78 sq.m.) Carpet Area,"₹ 73.56  - 93.51 L₹ 11,145/sq.ft."
394,394,Paranjape Blue Ridge4.5 ★,3 BHK3 Baths,"1,098 sq.ft. (102 sq.m.) Carpet Area","₹ 94.94 L₹ 8,643/sq.ft."
395,395,Paranjape Blue Ridge4.5 ★,2 BHK,794-937 sq.ft. (74-87 sq.m.) Carpet Area,"₹ 73.05  - 86.1 L₹ 9,187/sq.ft."
396,396,Rahul Aston,3 BHK3 Baths,940 sq.ft. (87 sq.m.) Carpet Area,₹ 90.2 L
397,397,Rahul Aston,2 BHK2 Baths,827 sq.ft. (77 sq.m.) Carpet Area,₹ 73 L
398,398,Kolte Patil R16 at Life Republic,2 BHK2 Baths,637-649 sq.ft. (59-60 sq.m.) Carpet Area,"₹ 47  - 47.88 L₹ 7,374/sq.ft."
